Company Name,Location,Description,Batch,Context,YC URL,Contact Source
Handled,"New York, NY, USA",Automating post-order operations for e-commerce brands and 3PLs,Summer 2024,YC Summer 2024 startup - E-commerce startup that needs product pages indexed for sales,https://www.ycombinator.com/companies/handled,https://www.ycombinator.com/companies/handled - Check company website for contact info
Ionworks,Remote,Simulation software used by leading battery and automotive companies,Summer 2024,YC Summer 2024 startup - SaaS platform that needs product pages indexed quickly for user acquisition,https://www.ycombinator.com/companies/ionworks,https://www.ycombinator.com/companies/ionworks - Check company website for contact info
Rescript,"Washington, DC, USA",AI Regulatory Analyst for Enterprises,Summer 2024,YC Summer 2024 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/rescript,https://www.ycombinator.com/companies/rescript - Check company website for contact info
HeroUI,"San Francisco, CA, USA",The UI framework for AI agents and developers to build beautiful apps.,Summer 2024,YC Summer 2024 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/heroui,https://www.ycombinator.com/companies/heroui - Check company website for contact info
Helium,"San Francisco, CA, USA",Self Improving Software,Summer 2024,YC Summer 2024 startup - SaaS platform that needs product pages indexed quickly for user acquisition,https://www.ycombinator.com/companies/helium,https://www.ycombinator.com/companies/helium - Check company website for contact info
&AI,"San Francisco, CA, USA",Collaborative workspace for patent litigators,Summer 2024,YC Summer 2024 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/ai-2,https://www.ycombinator.com/companies/ai-2 - Check company website for contact info
Haystack Software,"New York, NY, USA",Understand any pull request in under a minute,Summer 2024,YC Summer 2024 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/haystack-software,https://www.ycombinator.com/companies/haystack-software - Check company website for contact info
Finosu,,,Summer 2024,YC Summer 2024 startup - Startup that needs fast indexing for their website pages,https://www.ycombinator.com/companies/finosu,https://www.ycombinator.com/companies/finosu - Check company website for contact info
Odo,"San Francisco, CA, USA",Your email assistant because you deserve a better morning,Summer 2024,YC Summer 2024 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/odo,https://www.ycombinator.com/companies/odo - Check company website for contact info
Baseline AI,"San Francisco, CA, USA",AI document creation and data management for clinical trials,Summer 2024,YC Summer 2024 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/baseline-ai,https://www.ycombinator.com/companies/baseline-ai - Check company website for contact info
Sonatoria,,Helping Startups Grow Organically,Summer 2024,YC Summer 2024 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/sonatoria,https://www.ycombinator.com/companies/sonatoria - Check company website for contact info
Cartage,"San Francisco, CA, USA",Autonomous freight coordination,Summer 2024,YC Summer 2024 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/cartage,https://www.ycombinator.com/companies/cartage - Check company website for contact info
Paasa,"Gurugram, HR, India",Invest in Global Equities from India,Summer 2024,YC Summer 2024 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/paasa,https://www.ycombinator.com/companies/paasa - Check company website for contact info
Refactor,"San Francisco, CA, USA","Deploying secure and reliable AI agents across healthcare, retail,…",Summer 2024,YC Summer 2024 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/refactor,https://www.ycombinator.com/companies/refactor - Check company website for contact info
Lilac Labs,,We automate the person taking orders at drive-thrus with a voice AI,Summer 2024,YC Summer 2024 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/lilac-labs,https://www.ycombinator.com/companies/lilac-labs - Check company website for contact info
Palmier,"San Francisco, CA, USA",Cinematic AI Marketing Videos,Summer 2024,YC Summer 2024 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/palmier,https://www.ycombinator.com/companies/palmier - Check company website for contact info
Simple AI,"San Francisco, CA, USA",,Summer 2024,YC Summer 2024 startup - Startup that needs fast indexing for their website pages,https://www.ycombinator.com/companies/simple-ai,https://www.ycombinator.com/companies/simple-ai - Check company website for contact info
Sensei,"San Francisco, CA, USA",Robotic Training Data at Scale,Summer 2024,YC Summer 2024 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/sensei,https://www.ycombinator.com/companies/sensei - Check company website for contact info
Guardian RF,,Drone detection for US defense and national security,Summer 2024,YC Summer 2024 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/guardian-rf,https://www.ycombinator.com/companies/guardian-rf - Check company website for contact info
Laminar,"San Francisco, CA, USA",Understand why your AI agent breaks. Iterate fast to fix it.,Summer 2024,YC Summer 2024 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/laminar,https://www.ycombinator.com/companies/laminar - Check company website for contact info
Cerulion,,Open source operating system for robots,Summer 2024,YC Summer 2024 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/cerulion,https://www.ycombinator.com/companies/cerulion - Check company website for contact info
Presti AI,,Helping furniture companies create product visuals with AI,Summer 2024,YC Summer 2024 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/presti-ai,https://www.ycombinator.com/companies/presti-ai - Check company website for contact info
Foundation models for time series,,,Summer 2024,YC Summer 2024 startup - Startup that needs fast indexing for their website pages,https://www.ycombinator.com/companies/the-forecasting-company,https://www.ycombinator.com/companies/the-forecasting-company - Check company website for contact info
Praxos,"Miami, FL, USA",Your personal AI companion,Summer 2024,YC Summer 2024 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/praxos,https://www.ycombinator.com/companies/praxos - Check company website for contact info
Zettascale,"San Francisco, CA, USA",Energy efficient chips for AI,Summer 2024,YC Summer 2024 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/zettascale,https://www.ycombinator.com/companies/zettascale - Check company website for contact info
SchemeFlow,,AI Report Generation for Engineering & Environmental Review,Summer 2024,YC Summer 2024 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/schemeflow,https://www.ycombinator.com/companies/schemeflow - Check company website for contact info
Brighterway,,Streamlining the medical record review process in workers comp,Summer 2024,YC Summer 2024 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/brighterway,https://www.ycombinator.com/companies/brighterway - Check company website for contact info
Mineflow,,Mineflow predicts the shape and location of mineral deposits,Summer 2024,YC Summer 2024 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/mineflow,https://www.ycombinator.com/companies/mineflow - Check company website for contact info
